id,listing_url,name,bedrooms,beds,bathrooms,accommodates,price,room_type,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_id,host_name,host_since,current_host_listings,total_host_listings_count,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
6.65E+17,https://www.airbnb.com/rooms/665247819715896836,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,112,Entire home/apt,5,5,5,5,5,4,5,424485172,Kell,9/24/2021,1,1,1,1,10/30/2022,0.09,2,348,1
6.67E+17,https://www.airbnb.com/rooms/667421156770491567,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,84,Entire home/apt,5,5,5,5,5,5,5,78474630,Susan,6/18/2016,1,1,30,4,8/15/2023,0.54,1,231,4
6.69E+17,https://www.airbnb.com/rooms/669416515017704474,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,57,Private room,5,5,5,4.96,4.96,5,5,3728209,Tamara,10/1/2012,1,1,2,28,9/2/2023,2.68,1,315,28
6.72E+17,https://www.airbnb.com/rooms/671623902125220796,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,106,Entire home/apt,5,5,5,5,5,4.98,5,267939283,Jaime,6/11/2019,1,1,1,40,9/10/2023,4.12,6,250,40
6.77E+17,https://www.airbnb.com/rooms/677353796235788057,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,48,Entire home/apt,5,5,5,5,5,5,5,471087905,Annie,7/23/2022,1,1,2,23,9/10/2023,3.75,1,120,23
6.83E+17,https://www.airbnb.com/rooms/682732554537545976,Home in Asheville , 1 bedroom , 2 beds , 1 bath,2,82,Private room,5,5,5,5,5,4.81,5,322927823,Grier And Matthew,12/30/2019,1,1,1,36,9/4/2023,5.05,2,274,36
6.83E+17,https://www.airbnb.com/rooms/683419374652644627,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,65,Private room,5,5,5,5,5,4,5,129486798,Ryan,5/8/2017,1,1,3,1,1/15/2023,0.12,1,303,1
6.84E+17,https://www.airbnb.com/rooms/683959567296407076,Cottage in Arden , 1 bedroom , 1 beds , 1 bath,2,245,Entire home/apt,5,5,5,5,5,4.73,5,472727588,Kimberly,8/1/2022,1,1,2,11,8/27/2023,1.59,1,50,11
6.86E+17,https://www.airbnb.com/rooms/686088974677118082,Camper/RV in Asheville , 1 bedroom , 3 beds , 1 bath,4,99,Entire home/apt,5,5,5,5,5,5,5,27538155,Mark And Alayna,2/10/2015,1,1,2,3,5/7/2023,0.44,1,336,3
6.90E+17,https://www.airbnb.com/rooms/690077496342128940,Home in Asheville , 1 bedroom , 2 beds , 1 bath,3,97,Private room,5,4.88,4.75,4.75,4.88,4.88,5,29216442,Beth,3/12/2015,1,1,2,8,8/19/2023,1.12,1,325,8
6.93E+17,https://www.airbnb.com/rooms/692578331702675728,Rental unit in Asheville , 1 bedroom , 2 beds , 1 bath,3,124,Entire home/apt,5,5,4.8,5,5,4.8,5,135273792,Louise,6/15/2017,1,1,1,5,8/28/2023,1.88,14,295,5
6.93E+17,https://www.airbnb.com/rooms/692690736208081397,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,110,Entire home/apt,5,5,5,5,5,5,5,108828168,Erik,12/28/2016,1,1,30,1,7/19/2023,0.53,1,224,1
6.95E+17,https://www.airbnb.com/rooms/695008307440529296,Guest suite in Fletcher , 1 bedroom , 2 beds , 1 bath,3,88,Entire home/apt,5,5,5,5,5,5,5,475352747,Matthew And Ayla,8/16/2022,1,1,1,8,9/3/2023,1.18,39,336,8
6.99E+17,https://www.airbnb.com/rooms/699213985438930345,Bungalow in Asheville , 1 bedroom , 1 beds , 1 shared bath,2,75,Private room,4.85,4.92,4.6,4.91,4.98,4.85,4.85,40075501,Jamie,7/30/2015,1,1,3,53,7/31/2021,1.03,1,0,0
6.99E+17,https://www.airbnb.com/rooms/699244524348422704,Guesthouse in Asheville , 1 bedroom , 1 beds , 1 bath,2,114,Entire home/apt,5,5,5,5,5,5,5,250345844,Pamela Lynn,3/21/2019,1,1,1,3,7/2/2023,1.11,1,76,3
7.05E+17,https://www.airbnb.com/rooms/705091041528015399,Guest suite in Asheville , 1 bedroom , 2 beds , 1 bath,3,89,Entire home/apt,5,5,5,5,5,5,5,22631132,Jenna,10/16/2014,1,1,2,2,9/10/2023,2,1,345,2
7.07E+17,https://www.airbnb.com/rooms/707033402952057157,Rental unit in Asheville , 1 bedroom , 2 beds , 1 bath,4,114,Entire home/apt,5,5,4.6,5,5,4.8,5,362218456,Katlin,8/13/2020,1,1,2,5,5/14/2023,0.94,28,365,5
7.09E+17,https://www.airbnb.com/rooms/708532469627740435,Home in Arden , 1 bedroom , 1 beds , 1 bath,2,65,Private room,5,5,5,4.86,5,5,5,26562349,Stephanie,1/22/2015,1,1,1,7,9/10/2023,3.5,1,169,7
7.11E+17,https://www.airbnb.com/rooms/711402753265928559,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,109,Entire home/apt,5,5,5,5,5,5,5,68701498,David,4/24/2016,1,1,2,9,9/3/2023,1.57,1,350,9
7.15E+17,https://www.airbnb.com/rooms/714523729471504500,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,45,Private room,5,5,5,5,5,4,5,218966482,Dan,10/5/2018,1,1,1,1,5/28/2023,0.28,9,363,1
7.15E+17,https://www.airbnb.com/rooms/715114759668615418,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,89,Entire home/apt,5,5,5,5,5,4.94,5,216246091,David,9/19/2018,1,1,3,16,9/3/2023,3.93,2,256,16
7.17E+17,https://www.airbnb.com/rooms/717338236140443946,Home in Asheville , 1 bedroom , 1 beds , 1 shared bath,2,82,Private room,4.85,4.95,4.92,4.99,4.96,4.93,4.85,243185179,Holden,2/14/2019,1,1,2,274,9/4/2023,5.6,2,320,69
7.18E+17,https://www.airbnb.com/rooms/718051160607923605,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,124,Entire home/apt,5,4.8,5,5,5,4.7,5,479901823,Jeff,9/17/2022,1,1,1,10,9/4/2023,2,1,330,10
7.20E+17,https://www.airbnb.com/rooms/720494975110782197,Place to stay in Asheville , 1 bedroom , 1 beds , 1 bath,4,100,Entire home/apt,5,5,5,5,5,5,5,480374056,Unique,9/20/2022,1,1,1,7,8/29/2023,2.26,39,331,7
7.21E+17,https://www.airbnb.com/rooms/720952782993284483,Home in Asheville , 1 bedroom , 1 beds , 1 bath,3,86,Entire home/apt,5,5,4.83,5,5,4.5,5,22573172,Samuel,10/15/2014,1,1,3,6,6/25/2023,1.58,1,202,6
7.21E+17,https://www.airbnb.com/rooms/721116031423855805,Condo in Asheville , 1 bedroom , 2 beds , 2 baths,4,119,Entire home/apt,4.81,4.81,4.61,4.98,4.94,4.65,4.81,353228765,Adriane,7/3/2020,1,1,5,104,8/31/2023,1.81,2,266,10
7.22E+17,https://www.airbnb.com/rooms/721993461963622015,Guest suite in Asheville , 1 bedroom , 3 beds , 1 bath,4,77,Entire home/apt,5,5,5,5,5,4.96,5,487495,Alisha,4/5/2011,1,1,3,24,8/26/2023,5.33,1,311,24
7.30E+17,https://www.airbnb.com/rooms/729554998945769967,Vacation home in Asheville , 1 bedroom , 2 beds , 1 bath,3,104,Entire home/apt,5,5,5,5,5,4.33,5,202047615,Katelyn,7/13/2018,1,1,2,3,7/23/2023,0.83,1,175,3
7.30E+17,https://www.airbnb.com/rooms/730427233403003806,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,94,Entire home/apt,5,5,5,5,5,4.94,5,11459050,Kristen,1/19/2014,1,1,1,18,9/4/2023,4.15,1,87,18
7.32E+17,https://www.airbnb.com/rooms/732034214286221500,Guest suite in Asheville , 1 bedroom , 2 beds , 1 bath,4,120,Private room,5,5,5,5,5,5,5,482537790,Morgan And Nick,10/6/2022,1,1,2,16,9/10/2023,4.14,1,297,16
7.35E+17,https://www.airbnb.com/rooms/734600412753832245,Rental unit in Asheville , 1 bedroom , 2 beds , 1 bath,4,100,Entire home/apt,5,5,5,4.95,5,5,5,37506688,Jason,7/4/2015,1,1,2,19,9/4/2023,4.04,3,220,19
7.41E+17,https://www.airbnb.com/rooms/740808604549304446,Guest suite in Asheville , 1 bedroom , 2 beds , 1 bath,3,105,Entire home/apt,5,5,5,5,5,5,5,484188441,Juli,10/18/2022,1,1,1,1,7/8/2023,0.44,39,336,1
7.42E+17,https://www.airbnb.com/rooms/742265784665629640,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,250,Entire home/apt,5,5,5,5,5,5,5,6975664,Anita,6/18/2013,1,1,1,1,6/18/2023,0.34,1,0,1
7.43E+17,https://www.airbnb.com/rooms/742621627565951201,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,73,Entire home/apt,5,5,5,5,5,5,5,349470538,Alona,6/10/2020,1,1,2,2,8/6/2023,1.33,43,348,2
7.51E+17,https://www.airbnb.com/rooms/751419245457888371,Guest suite in Asheville , 1 bedroom , 2 beds , 1 bath,4,102,Entire home/apt,5,5,4.8,5,5,5,5,23006514,John,10/26/2014,1,1,3,5,9/7/2023,2.17,2,182,5
7.53E+17,https://www.airbnb.com/rooms/752756257998723426,Guest suite in Arden , 1 bedroom , 1 beds , 1 bath,2,98,Entire home/apt,5,5,5,5,5,5,5,486322701,Daniel And Alice,11/4/2022,1,1,2,1,6/2/2023,0.29,3,363,1
7.56E+17,https://www.airbnb.com/rooms/755726999303314314,Home in Asheville , 1 bedroom , 2 beds , 1.5 baths,4,153,Entire home/apt,4.84,4.88,4.94,4.97,4.98,4.33,4.84,69566870,Scott,4/29/2016,1,1,2,181,9/4/2023,4.86,3,134,50
7.61E+17,https://www.airbnb.com/rooms/760958043751310639,Home in Asheville , 1 bedroom , 2 beds , 1 bath,3,249,Entire home/apt,5,5,5,5,5,4.8,5,13967356,William,4/6/2014,1,1,1,5,8/30/2023,2.08,9,333,5
7.64E+17,https://www.airbnb.com/rooms/764472896441744936,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,95,Entire home/apt,5,5,5,5,5,5,5,233001142,Alex,12/28/2018,1,1,3,1,8/1/2023,0.68,2,310,1
7.65E+17,https://www.airbnb.com/rooms/764652071728217097,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,139,Entire home/apt,5,5,5,5,5,5,5,125517409,Natalya,4/12/2017,1,1,3,1,9/4/2023,1,2,225,1
7.75E+17,https://www.airbnb.com/rooms/774781482022487824,Tiny home in Asheville , 1 bedroom , 1 beds , 1 bath,2,87,Entire home/apt,5,4.86,4.86,5,5,5,5,35911236,Kelly,6/15/2015,1,1,2,7,9/9/2023,3.96,1,243,7
7.77E+17,https://www.airbnb.com/rooms/776745452894507466,Tiny home in Asheville , 1 bedroom , 1 beds , 1 bath,3,153,Entire home/apt,5,5,5,5,5,5,5,92205365,Erin,8/28/2016,1,1,1,2,7/31/2023,0.97,2,233,2
7.81E+17,https://www.airbnb.com/rooms/781418110690128742,Home in Asheville , 1 bedroom , 2 beds , 1 bath,4,119,Entire home/apt,5,5,5,5,5,5,5,53882937,Torey,1/8/2016,1,1,2,2,9/3/2023,2,1,211,2
7.83E+17,https://www.airbnb.com/rooms/782690732521177969,Guesthouse in Asheville , 1 bedroom , 1 beds , 1 bath,2,95,Entire home/apt,5,5,5,5,5,5,5,491579319,Austin,12/15/2022,1,1,2,2,7/17/2023,0.81,3,170,2
7.83E+17,https://www.airbnb.com/rooms/783468485250196758,Tiny home in Asheville , 1 bedroom , 2 beds , 1 bath,4,263,Entire home/apt,5,5,5,5,5,5,5,10783827,Nataliya,12/23/2013,1,1,1,17,9/10/2023,5.8,1,339,17
7.86E+17,https://www.airbnb.com/rooms/786308508636297203,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,4,178,Entire home/apt,5,5,5,5,5,5,5,193298558,Amy,6/3/2018,1,1,1,3,7/17/2023,1.13,2,334,3
7.91E+17,https://www.airbnb.com/rooms/791273631100844517,Guest suite in Asheville , 1 bedroom , 1 beds , 2 baths,2,142,Entire home/apt,4.81,4.88,4.81,4.86,4.86,4.86,4.81,12356599,Derrick,2/18/2014,1,1,3,43,7/14/2023,1.59,2,342,10
7.95E+17,https://www.airbnb.com/rooms/794855476960233010,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,110,Entire home/apt,5,5,5,5,5,5,5,26373045,Alan,1/19/2015,1,1,3,5,8/27/2023,2.54,4,203,5
7.97E+17,https://www.airbnb.com/rooms/797310259485630962,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,4,87,Entire home/apt,5,5,5,5,5,5,5,16050633,Abbey,5/27/2014,1,1,1,1,8/13/2023,0.94,26,345,1
7.98E+17,https://www.airbnb.com/rooms/797666977010512780,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,90,Entire home/apt,5,5,5,5,5,5,5,93902247,Melissa,9/6/2016,1,1,1,1,9/10/2023,1,26,346,1
8.00E+17,https://www.airbnb.com/rooms/799983269300686261,Camper/RV in Fletcher , 1 bedroom , 1 beds , 1.5 baths,2,124,Entire home/apt,4.84,5,4.84,5,5,5,4.84,68439465,Matthew,4/22/2016,1,1,2,37,9/3/2023,1.03,1,239,10
8.01E+17,https://www.airbnb.com/rooms/800938240982982725,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,106,Entire home/apt,5,4,5,4,5,5,5,652398,Kathryn,6/1/2011,1,1,1,1,7/23/2023,0.57,26,350,1
8.02E+17,https://www.airbnb.com/rooms/801784032046500875,Home in Asheville , 1 bedroom , 2 beds , 1 bath,3,80,Entire home/apt,5,5,5,4.83,5,4.83,5,72536224,Mike,5/17/2016,1,1,2,6,9/3/2023,3.4,2,293,6
8.03E+17,https://www.airbnb.com/rooms/802688730710512644,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,100,Entire home/apt,5,5,5,5,5,5,5,16130430,Nick,5/29/2014,1,1,2,10,9/3/2023,4.55,7,318,10
8.08E+17,https://www.airbnb.com/rooms/807508497950619100,Rental unit in Asheville , 1 bedroom , 2 beds , 2 baths,4,105,Entire home/apt,4.82,4.9,4.93,4.93,4.95,4.86,4.82,41716528,Susana,8/17/2015,1,1,1,331,9/10/2023,2.93,2,318,18
8.08E+17,https://www.airbnb.com/rooms/808102535575087260,Guesthouse in Asheville , 1 bedroom , 2 beds , 1 bath,2,101,Entire home/apt,5,5,5,5,5,4.67,5,10789230,Ashley,12/24/2013,1,1,2,6,8/27/2023,3.4,1,309,6
8.10E+17,https://www.airbnb.com/rooms/809620182647254901,Home in Asheville , 1 bedroom , 2 beds , 2 baths,4,180,Entire home/apt,4.82,4.9,4.78,4.91,4.86,4.81,4.82,22083491,Kara,10/3/2014,1,1,1,874,8/26/2023,7.78,3,66,66
8.11E+17,https://www.airbnb.com/rooms/811026130816354743,Home in Asheville , 1 bedroom , 3 beds , 1 bath,6,157,Entire home/apt,5,4,5,5,4,4,5,55597430,Ashley,1/21/2016,1,1,1,2,8/20/2023,1.87,26,301,2
8.14E+17,https://www.airbnb.com/rooms/813656211755992141,Home in Asheville , 1 bedroom , 2 beds , 2 baths,4,110,Entire home/apt,4.82,4.92,4.92,4.96,4.96,4.92,4.82,39052784,Andrea,7/20/2015,1,1,2,166,6/26/2023,2.08,1,15,13
8.14E+17,https://www.airbnb.com/rooms/814028670818722419,Home in Asheville , 1 bedroom , 1 beds , 1 bath,4,127,Entire home/apt,5,5,5,5,5,5,5,498308745,Kendra'S Travel,1/27/2023,1,1,1,7,9/5/2023,3.75,39,288,7
8.15E+17,https://www.airbnb.com/rooms/815428632272085329,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,132,Entire home/apt,5,5,5,5,5,5,5,498617085,Bob,1/29/2023,1,1,2,1,9/3/2023,1,1,265,1
8.25E+17,https://www.airbnb.com/rooms/825261368700959639,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,99,Entire home/apt,5,5,5,5,5,4.33,5,60531868,Lauren,2/26/2016,1,1,1,3,9/5/2023,3,1,44,3
8.25E+17,https://www.airbnb.com/rooms/825357042765109909,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,84,Entire home/apt,5,5,5,5,5,5,5,351562874,Greg,6/23/2020,1,1,2,1,8/13/2023,0.94,1,52,1
8.31E+17,https://www.airbnb.com/rooms/831250943446647268,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,99,Entire home/apt,5,5,5,5,5,5,5,502020451,Jon,2/20/2023,1,1,1,6,9/10/2023,5.62,1,258,6
8.31E+17,https://www.airbnb.com/rooms/831404997185459379,Rental unit in Asheville , 1 bedroom , 2 beds , 1 bath,4,123,Entire home/apt,5,5,5,5,5,5,5,502051300,Andrew,2/20/2023,1,1,2,1,9/11/2023,1,2,247,1
8.32E+17,https://www.airbnb.com/rooms/831847179747729654,Guest suite in Asheville , 1 bedroom , 2 beds , 1 bath,3,120,Entire home/apt,5,5,5,5,5,5,5,21178875,Karly,9/10/2014,1,1,2,2,9/4/2023,2,2,340,2
8.40E+17,https://www.airbnb.com/rooms/839701869911797731,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,64,Entire home/apt,5,5,5,5,5,5,5,250740217,Jodi,3/23/2019,1,1,2,1,9/3/2023,1,4,251,1
8.44E+17,https://www.airbnb.com/rooms/843579221824479246,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,55,Private room,,,,,,,,31943484,Dawn,4/25/2015,1,1,20,1,8/2/2017,0.01,3,48,0
8.51E+17,https://www.airbnb.com/rooms/850666818338598615,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,111,Entire home/apt,,,,,,,,30376849,Dax,3/31/2015,1,1,28,0,,,1,160,0
8.52E+17,https://www.airbnb.com/rooms/852191835283299219,Guesthouse in Asheville , 1 bedroom , 2 beds , 1 bath,4,71,Entire home/apt,,,,,,,,506447909,Margaret,3/21/2023,1,1,1,0,,,8,0,0
8.52E+17,https://www.airbnb.com/rooms/852334937868654547,Home in Asheville , 1 bedroom , 1 beds , 2.5 baths,8,100,Entire home/apt,4.69,4.81,4.88,5,5,4.94,4.69,362669280,Whitney,8/15/2020,1,1,2,16,9/4/2023,2.49,1,240,16
8.53E+17,https://www.airbnb.com/rooms/852986934018677953,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,60,Private room,,,,,,,,59527470,Deanna,2/19/2016,1,1,1,0,,,8,0,0
8.53E+17,https://www.airbnb.com/rooms/853080883003565883,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,150,Entire home/apt,,,,,,,,131537186,Olivia,5/22/2017,1,1,1,0,,,8,0,0
8.54E+17,https://www.airbnb.com/rooms/854269178753370152,Rental unit in Asheville , 1 bedroom , 2 beds , 1 bath,4,111,Entire home/apt,,,,,,,,30486922,Deborah,4/2/2015,1,1,1,0,,,8,0,0
8.57E+17,https://www.airbnb.com/rooms/857287887558182649,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,100,Private room,,,,,,,,14660132,Shane,4/24/2014,1,1,1,0,,,8,0,0
8.60E+17,https://www.airbnb.com/rooms/860214814961263869,Guesthouse in Asheville , 1 bedroom , 1 beds , 1 bath,2,97,Entire home/apt,,,,,,,,24894102,Zoie And Nick,12/16/2014,1,1,2,0,,,51,205,0
8.64E+17,https://www.airbnb.com/rooms/864375023222487366,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,52,Private room,,,,,,,,825420,Kalen,7/16/2011,1,1,30,0,,,2,70,0
8.65E+17,https://www.airbnb.com/rooms/865225666104756420,Guesthouse in Asheville , 1 bedroom , 2 beds , 1 bath,3,97,Entire home/apt,,,,,,,,115357471,Celine,2/7/2017,1,1,5,0,,,1,0,0
8.68E+17,https://www.airbnb.com/rooms/867552115152302118,Guesthouse in Asheville , 1 bedroom , 1 beds , 1 bath,2,100,Entire home/apt,,,,,,,,39330682,Ryan,7/23/2015,1,1,1,0,,,51,0,0
8.68E+17,https://www.airbnb.com/rooms/867993338712158581,Guesthouse in Arden , 1 bedroom , 1 beds , 1 bath,2,119,Entire home/apt,,,,,,,,509718681,Khawlah,4/12/2023,1,1,2,0,,,1,0,0
8.68E+17,https://www.airbnb.com/rooms/868110638120292455,Camper/RV in Asheville , 1 bedroom , 1 beds , 1 bath,2,75,Entire home/apt,,,,,,,,509753142,Kathleen,4/12/2023,1,1,90,0,,,1,168,0
8.72E+17,https://www.airbnb.com/rooms/871730633283379525,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,72,Entire home/apt,,,,,,,,510498686,Amy,4/17/2023,1,1,2,0,,,6,0,0
8.72E+17,https://www.airbnb.com/rooms/872328403142933403,Cabin in Asheville , 1 bedroom , 1 beds , 1 bath,3,100,Entire home/apt,,,,,,,,445822495,Mancy,2/19/2022,1,1,2,0,,,3,10,0
8.74E+17,https://www.airbnb.com/rooms/873745990637321415,Tiny home in Asheville , 1 bedroom , 1 beds , 1 bath,2,100,Entire home/apt,,,,,,,,458955507,Sherlyn,5/13/2022,1,1,28,0,,,2,0,0
8.74E+17,https://www.airbnb.com/rooms/873836358463575073,Guesthouse in Asheville , 1 bedroom , 2 beds , 1 bath,4,92,Entire home/apt,,,,,,,,91152,Mary Kay,3/11/2010,1,1,5,0,,,1,198,0
8.75E+17,https://www.airbnb.com/rooms/875400629375636096,Home in Asheville , 1 bedroom , 1 beds , 1 shared bath,2,90,Shared room,4.85,4.9,4.83,4.98,4.97,4.92,4.85,511254923,Berta,4/22/2023,1,1,2,295,8/27/2023,6.3,1,38,68
8.77E+17,https://www.airbnb.com/rooms/877423132566054942,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,295,Entire home/apt,,,,,,,,511699632,Anna,4/25/2023,1,1,5,0,,,1,0,0
8.79E+17,https://www.airbnb.com/rooms/879109424040368993,Home in Asheville , 1 bedroom , 2 beds , 1 bath,3,76,Entire home/apt,,,,,,,,79532113,Greg,6/23/2016,1,1,30,0,,,1,0,0
8.81E+17,https://www.airbnb.com/rooms/881166181186050929,Guest suite in Asheville , 1 bedroom , 2 beds , 1 bath,3,97,Entire home/apt,,,,,,,,23723272,Kelsey,11/14/2014,1,1,30,0,,,1,354,0
8.85E+17,https://www.airbnb.com/rooms/884617167094851418,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,48,Private room,,,,,,,,9838821,Claire,11/5/2013,1,1,90,0,,,1,317,0
8.88E+17,https://www.airbnb.com/rooms/887711119364841076,Home in Asheville , 1 bedroom , 1 beds , 1 bath,1,56,Private room,,,,,,,,198598165,Melissa,6/28/2018,1,1,30,0,,,1,255,0
8.90E+17,https://www.airbnb.com/rooms/889694157859022963,Guesthouse in Asheville , 1 bedroom , 1 beds , 1 bath,4,92,Entire home/apt,,,,,,,,60817304,Benjamin,2/28/2016,1,1,30,0,,,1,365,0
8.91E+17,https://www.airbnb.com/rooms/890768353337358362,Guest suite in Arden , 1 bedroom , 2 beds , 1 bath,3,86,Entire home/apt,,,,,,,,167348173,Cameron,1/12/2018,1,1,14,0,,,1,365,0
8.91E+17,https://www.airbnb.com/rooms/891353208032146142,Cabin in Asheville , 1 bedroom , 1 beds , 1 bath,3,50,Entire home/apt,,,,,,,,60942838,Aimee,2/29/2016,1,1,2,0,,,1,365,0
8.92E+17,https://www.airbnb.com/rooms/892020508004232135,Home in Woodfin , 1 bedroom , 2 beds , 2 baths,4,85,Entire home/apt,4.82,4.94,4.87,4.99,4.97,4.93,4.82,106853237,Alexandria,12/10/2016,1,1,1,151,9/4/2023,3.08,7,209,46
8.96E+17,https://www.airbnb.com/rooms/896232345865509396,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,4,198,Entire home/apt,,,,,,,,33376053,Julia,5/14/2015,1,1,30,0,,,2,365,0
8.97E+17,https://www.airbnb.com/rooms/896992738466574153,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,78,Entire home/apt,,,,,,,,21126870,Amy,9/9/2014,1,1,30,0,,,1,242,0
9.01E+17,https://www.airbnb.com/rooms/901439717910084309,Guesthouse in Asheville , 1 bedroom , 1 beds , 1 bath,2,76,Entire home/apt,,,,,,,,10568965,Nathan,12/11/2013,1,1,4,0,,,3,22,0
9.07E+17,https://www.airbnb.com/rooms/907136929576085999,Home in Asheville , 1 bedroom , 2 beds , 1 bath,4,68,Entire home/apt,,,,,,,,518364869,Tracy,6/5/2023,1,1,28,0,,,1,185,0
9.07E+17,https://www.airbnb.com/rooms/907311721592352305,Home in Asheville , 1 bedroom , 2 beds , 2.5 baths,4,110,Entire home/apt,4.7,5,5,5,5,4.5,4.7,290105059,Mark,8/29/2019,1,1,3,10,8/13/2022,0.35,4,316,0
9.10E+17,https://www.airbnb.com/rooms/910236251610012703,Hotel in Asheville , 1 bedroom , 2 beds , 1 bath,1,113,Private room,,,,,,,,233740556,Kevin,1/1/2019,1,1,1,0,,,5,0,0
9.14E+17,https://www.airbnb.com/rooms/913558500955052687,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,88,Entire home/apt,,,,,,,,454071230,Elizabeth,4/13/2022,1,1,2,0,,,13,0,0
9.23E+17,https://www.airbnb.com/rooms/923210724512697789,Guesthouse in Asheville , 1 bedroom , 2 beds , 1 bath,2,79,Entire home/apt,,,,,,,,241573463,Joe,2/6/2019,1,1,3,0,,,1,345,0
9.29E+17,https://www.airbnb.com/rooms/928947089839267519,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,30,Private room,,,,,,,,22082607,Tiffani,10/3/2014,1,1,3,0,,,1,9,0
9.38E+17,https://www.airbnb.com/rooms/937635084114386852,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,128,Entire home/apt,,,,,,,,664180,Tara,6/4/2011,1,1,1,0,,,51,135,0
9.38E+17,https://www.airbnb.com/rooms/937765096957535160,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,104,Entire home/apt,,,,,,,,526336540,Mark,7/17/2023,1,1,4,0,,,2,0,0
9.40E+17,https://www.airbnb.com/rooms/940492283292597065,Home in Asheville , 1 bedroom , 3 beds , 1 bath,4,108,Entire home/apt,,,,,,,,30015530,Jason,3/25/2015,1,1,30,0,,,1,134,0
9.41E+17,https://www.airbnb.com/rooms/941362749329597296,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,77,Entire home/apt,,,,,,,,117845946,Jamie,2/23/2017,1,1,1,0,,,1,240,0
9.43E+17,https://www.airbnb.com/rooms/942757778590638140,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,72,Entire home/apt,,,,,,,,34869097,Channing,6/2/2015,1,1,1,0,,,3,0,0
9.43E+17,https://www.airbnb.com/rooms/942782090887576984,Rental unit in Asheville , 1 bedroom , 1 beds , 1 shared bath,2,110,Private room,4.85,4.92,4.92,5,4.96,4.75,4.85,10785646,Dean,12/23/2013,1,1,2,208,9/10/2023,5.11,4,161,43
9.44E+17,https://www.airbnb.com/rooms/944099436117551075,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,47,Entire home/apt,,,,,,,,89600279,Chris,8/12/2016,1,1,30,0,,,2,336,0
9.44E+17,https://www.airbnb.com/rooms/944339687971561205,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,110,Entire home/apt,,,,,,,,526955140,Mark & Cindy,7/20/2023,1,1,1,0,,,3,2,0
9.46E+17,https://www.airbnb.com/rooms/945648970226298157,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,90,Entire home/apt,,,,,,,,89019682,Zarina,8/9/2016,1,1,30,0,,,2,256,0
